"","oid","ent","sectionId"
"1339",302,3,326
"1340",302,4,327
"1341",302,5,376
"1342",303,1,443
"1343",303,2,413
"1344",303,3,405
"1345",303,4,393
"1346",304,1,392
"1347",304,2,397
"1348",304,3,402
"1349",304,4,327
"1350",304,5,376
"1351",305,1,252
"1352",305,2,249
"1353",305,3,322
"1354",306,1,302
"1355",306,2,300
"1356",306,3,371
"1357",306,4,442
"1358",307,1,443
"1359",307,2,413
"1360",307,3,405
"1361",307,4,420
"1362",308,1,392
"1363",308,2,397
"1364",308,3,402
"1365",308,4,327
"1366",308,5,376
"1367",309,1,392
"1368",309,2,421
"1369",309,3,326
"1370",309,4,327
"1371",309,5,376
"1372",310,1,443
"1373",310,2,413
"1374",310,3,405
"1375",310,4,393
"1376",311,1,409
"1377",311,2,402
"1378",311,3,286
"1379",311,4,276
"1380",312,1,302
"1381",312,2,300
"1382",312,3,371
"1383",312,4,442
"1384",313,1,321
"1385",313,2,349
"1386",313,3,397
"1387",313,4,398
"1388",313,5,447
"1389",314,1,273
"1390",314,2,296
"1391",314,3,300
"1392",314,4,371
"1393",314,5,447
"1394",315,1,321
"1395",315,2,326
"1396",315,3,327
"1397",315,4,376
"1398",316,1,430
"1399",316,2,397
"1400",316,3,402
"1401",316,4,327
"1402",316,5,311
"1403",316,6,299
"1404",317,1,245
"1405",317,2,249
"1406",317,3,326
"1407",317,4,327
"1408",317,5,371
"1409",317,6,447
"1410",318,1,245
"1411",318,2,249
"1412",318,3,349
"1413",318,4,393
"1414",319,1,372
"1415",319,2,342
"1416",319,3,286
"1417",319,4,248
"1418",319,5,246
"1419",320,1,392
"1420",320,2,397
"1421",320,3,402
"1422",320,4,327
"1423",320,5,376
"1424",321,1,441
"1425",321,2,447
"1426",322,1,245
"1427",322,2,247
"1428",322,3,296
"1429",322,4,301
"1430",323,1,372
"1431",323,2,311
"1432",323,3,299
"1433",324,1,245
"1434",324,2,249
"1435",324,3,349
"1436",324,4,393
"1437",325,1,392
"1438",325,2,421
"1439",325,3,326
"1440",325,4,327
"1441",325,5,376
"1442",326,1,430
"1443",326,2,421
"1444",326,3,326
"1445",326,4,286
"1446",326,5,276
"1447",327,1,392
"1448",327,2,421
"1449",327,3,326
"1450",327,4,327
"1451",327,5,311
"1452",327,6,299
"1453",328,1,245
"1454",328,2,249
"1455",328,3,326
"1456",328,4,329
"1457",328,5,398
"1458",328,6,447
"1459",329,1,392
"1460",329,2,421
"1461",329,3,326
"1462",329,4,327
"1463",329,5,311
"1464",329,6,299
"1465",330,1,298
"1466",330,2,277
"1467",330,3,248
"1468",330,4,246
"1469",331,1,392
"1470",331,2,421
"1471",331,3,326
"1472",331,4,327
"1473",331,5,376
"1474",332,1,321
"1475",332,2,326
"1476",332,3,327
"1477",332,4,376
"1478",333,1,245
"1479",333,2,247
"1480",333,3,296
"1481",333,4,300
"1482",333,5,376
"1483",334,1,372
"1484",334,2,342
"1485",334,3,334
"1486",334,4,322
"1487",335,1,321
"1488",335,2,251
"1489",335,3,247
"1490",335,4,296
"1491",335,5,299
"1492",336,1,392
